phase,condition,seed,status,final_accuracy,run_health,max_test_loss,halted_rounds,updates_used,malicious_updates_used,minority_decisions,last_10_accuracy,worst_client_accuracy,backdoor_asr,virtual_time,wall_seconds,benign_false_reject_rate,benign_defer_rate,minority_false_reject_rate,minority_defer_rate,mean_staleness,server_p95_ms,deadline_miss_rate,last_logged_round,last_logged_accuracy,last_logged_loss,failure_reason,record
3,root_only_n100_noise0.0,1,complete,0.7861,ok,27.196422314453127,0,225,36,20,0.6744,0.2847682119205298,,103,234.97113489999902,0.0,0.0,0.0,0.0,1.3866666666666667,74.61118001374415,,,,,,E:\Federated Machine Learning\FL-Byzantine-Library\mnist_dir20\record\research_algorithm_Mcnn_R100_B64.0_E1_LR1.00e-01_P3.00e-01_S1_LD-1_9.9800e-01_WD0.0000e+00_SIMSimulator_LGResearchLogger_RESEARCH_28549c2b05.json
3,root_only_n100_noise0.0,2,complete,0.6845,ok,10.594592463684082,0,225,32,25,0.78976,0.026845637583892617,,110,237.80034159997012,0.0,0.0,0.0,0.0,1.3688888888888888,71.99552997481078,,,,,,E:\Federated Machine Learning\FL-Byzantine-Library\mnist_dir20\record\research_algorithm_Mcnn_R100_B64.0_E1_LR1.00e-01_P3.00e-01_S2_LD-1_9.9800e-01_WD0.0000e+00_SIMSimulator_LGResearchLogger_RESEARCH_4aefff3a66.json
3,root_only_n100_noise0.2,0,complete,0.8551,ok,6.259844607543945,0,226,40,20,0.76901,0.5813953488372093,,103,235.9260928001022,0.0,0.0,0.0,0.0,1.3584070796460177,67.21873001079075,,,,,,E:\Federated Machine Learning\FL-Byzantine-Library\mnist_dir20\record\research_algorithm_Mcnn_R100_B64.0_E1_LR1.00e-01_P3.00e-01_S0_LD-1_9.9800e-01_WD0.0000e+00_SIMSimulator_LGResearchLogger_RESEARCH_b4a1bc8d8c.json
3,root_only_n100_noise0.2,1,complete,0.7416,ok,8.868307783508302,0,225,36,20,0.64993,0.13758389261744966,,103,238.79259610001463,0.0,0.0,0.0,0.0,1.3866666666666667,69.62453501182608,,,,,,E:\Federated Machine Learning\FL-Byzantine-Library\mnist_dir20\record\research_algorithm_Mcnn_R100_B64.0_E1_LR1.00e-01_P3.00e-01_S1_LD-1_9.9800e-01_WD0.0000e+00_SIMSimulator_LGResearchLogger_RESEARCH_a8bec9fa38.json
3,root_only_n100_noise0.2,2,complete,0.8831,ok,5.763922285461426,0,225,32,25,0.76721,0.6312292358803987,,110,236.89048199995887,0.0,0.0,0.0,0.0,1.3688888888888888,69.79191007558256,,,,,,E:\Federated Machine Learning\FL-Byzantine-Library\mnist_dir20\record\research_algorithm_Mcnn_R100_B64.0_E1_LR1.00e-01_P3.00e-01_S2_LD-1_9.9800e-01_WD0.0000e+00_SIMSimulator_LGResearchLogger_RESEARCH_56763cef39.json
3,root_only_class0_only,0,failed,,stopped_divergence,13024086.0,,,,,,,,,53.95608709997032,,,,,,,,19,0.098,35982.3664,aggregate would diverge: non-finite or weight magnitude exceeds 1000,
3,root_only_class0_only,1,complete,0.098,high_loss,509.9398389648438,0,224,36,20,0.098,0.0,,103,236.99054730008356,0.0,0.0,0.0,0.0,1.3883928571428572,75.56840506731531,,,,,,E:\Federated Machine Learning\FL-Byzantine-Library\mnist_dir20\record\research_algorithm_Mcnn_R100_B64.0_E1_LR1.00e-01_P3.00e-01_S1_LD-1_9.9800e-01_WD0.0000e+00_SIMSimulator_LGResearchLogger_RESEARCH_b92628dd88.json
3,root_only_class0_only,2,failed,,stopped_divergence,166913.4619,,,,,,,,,58.19671940000262,,,,,,,,18,0.101,166913.4619,aggregate would diverge: non-finite or weight magnitude exceeds 1000,
3,root_fusion_n20_noise0.0,0,complete,0.1135,high_loss,212.67162216796876,0,226,40,20,0.10162,0.0,,103,236.70034300000407,0.0,0.0,0.0,0.0,1.3584070796460177,69.3996150570456,,,,,,E:\Federated Machine Learning\FL-Byzantine-Library\mnist_dir20\record\research_algorithm_Mcnn_R100_B64.0_E1_LR1.00e-01_P3.00e-01_S0_LD-1_9.9800e-01_WD0.0000e+00_SIMSimulator_LGResearchLogger_RESEARCH_1f4384399c.json
3,root_fusion_n20_noise0.0,1,failed,,stopped_divergence,52.8623,,,,,,,,,132.55009300005622,,,,,,,,54,0.0958,3.0704,aggregate would diverge: non-finite or weight magnitude exceeds 1000,
3,root_fusion_n20_noise0.0,2,complete,0.1032,high_loss,120.48221531982422,0,225,32,25,0.10321,0.0,,110,237.35754650004674,0.0,0.0,0.0,0.0,1.3688888888888888,69.87022506655194,,,,,,E:\Federated Machine Learning\FL-Byzantine-Library\mnist_dir20\record\research_algorithm_Mcnn_R100_B64.0_E1_LR1.00e-01_P3.00e-01_S2_LD-1_9.9800e-01_WD0.0000e+00_SIMSimulator_LGResearchLogger_RESEARCH_f3fd0c6fcd.json
3,root_fusion_n20_noise0.2,0,complete,0.1467,high_loss,108.83750681152344,0,226,40,20,0.10537,0.0,,103,233.97866779996548,0.0,0.0,0.0,0.0,1.3584070796460177,68.61258003045805,,,,,,E:\Federated Machine Learning\FL-Byzantine-Library\mnist_dir20\record\research_algorithm_Mcnn_R100_B64.0_E1_LR1.00e-01_P3.00e-01_S0_LD-1_9.9800e-01_WD0.0000e+00_SIMSimulator_LGResearchLogger_RESEARCH_3e37b7be90.json
3,root_fusion_n20_noise0.2,1,complete,0.1028,ok,56.58527651977539,0,208,36,22,0.10439000000000001,0.0,,101,232.40798990009353,0.0,0.0,0.0,0.0,1.4230769230769231,68.38065498741344,,,,,,E:\Federated Machine Learning\FL-Byzantine-Library\mnist_dir20\record\research_algorithm_Mcnn_R100_B64.0_E1_LR1.00e-01_P3.00e-01_S1_LD-1_9.9800e-01_WD0.0000e+00_SIMSimulator_LGResearchLogger_RESEARCH_e88a96f637.json
3,root_fusion_n20_noise0.2,2,complete,0.1032,high_loss,122.90270695800781,0,225,32,25,0.10321,0.0,,110,235.5813864999218,0.0,0.0,0.0,0.0,1.3688888888888888,68.92328999238089,,,,,,E:\Federated Machine Learning\FL-Byzantine-Library\mnist_dir20\record\research_algorithm_Mcnn_R100_B64.0_E1_LR1.00e-01_P3.00e-01_S2_LD-1_9.9800e-01_WD0.0000e+00_SIMSimulator_LGResearchLogger_RESEARCH_aaad6c8984.json
3,root_fusion_n100_noise0.0,0,complete,0.1135,high_loss,596.9517591796875,0,226,40,20,0.10162,0.0,,103,237.26120940002147,0.0,0.0,0.0,0.0,1.3584070796460177,74.716134974733,,,,,,E:\Federated Machine Learning\FL-Byzantine-Library\mnist_dir20\record\research_algorithm_Mcnn_R100_B64.0_E1_LR1.00e-01_P3.00e-01_S0_LD-1_9.9800e-01_WD0.0000e+00_SIMSimulator_LGResearchLogger_RESEARCH_36c7c15ca4.json
3,root_fusion_n100_noise0.0,1,failed,,stopped_divergence,8325.211,,,,,,,,,154.75138489995152,,,,,,,,63,0.1009,8325.211,aggregate would diverge: non-finite or weight magnitude exceeds 1000,
3,root_fusion_n100_noise0.0,2,complete,0.1032,high_loss,116.998473046875,0,225,32,25,0.10428,0.0,,110,236.0811591000529,0.0,0.0,0.0,0.0,1.3688888888888888,68.33292503724806,,,,,,E:\Federated Machine Learning\FL-Byzantine-Library\mnist_dir20\record\research_algorithm_Mcnn_R100_B64.0_E1_LR1.00e-01_P3.00e-01_S2_LD-1_9.9800e-01_WD0.0000e+00_SIMSimulator_LGResearchLogger_RESEARCH_a93500d386.json
3,root_fusion_n100_noise0.2,0,failed,,stopped_divergence,853484718.7968,,,,,,,,,74.97047190007288,,,,,,,,28,0.1012,816191510.6304,aggregate would diverge: non-finite or weight magnitude exceeds 1000,
3,root_fusion_n100_noise0.2,1,failed,,stopped_divergence,6432.6902,,,,,,,,,103.19559060002211,,,,,,,,41,0.077,2120.0623,aggregate would diverge: non-finite or weight magnitude exceeds 1000,
3,root_fusion_n100_noise0.2,2,complete,0.1032,high_loss,114.72194765625,0,225,32,25,0.10535,0.0,,110,239.19430719991215,0.0,0.0,0.0,0.0,1.3688888888888888,74.09104498801753,,,,,,E:\Federated Machine Learning\FL-Byzantine-Library\mnist_dir20\record\research_algorithm_Mcnn_R100_B64.0_E1_LR1.00e-01_P3.00e-01_S2_LD-1_9.9800e-01_WD0.0000e+00_SIMSimulator_LGResearchLogger_RESEARCH_876e5387f1.json
3,root_fusion_class0_only,0,complete,0.1135,high_loss,1197.6641353515624,0,226,40,20,0.1,0.0,,103,237.95587179996073,0.0,0.0,0.0,0.0,1.3584070796460177,73.35676509537734,,,,,,E:\Federated Machine Learning\FL-Byzantine-Library\mnist_dir20\record\research_algorithm_Mcnn_R100_B64.0_E1_LR1.00e-01_P3.00e-01_S0_LD-1_9.9800e-01_WD0.0000e+00_SIMSimulator_LGResearchLogger_RESEARCH_a24a7fe00e.json
3,root_fusion_class0_only,1,complete,0.0892,high_loss,1993.0937439453126,0,223,36,20,0.09617,0.0,,103,236.75964890001342,0.0,0.0,0.0,0.0,1.3946188340807175,75.68559497012755,,,,,,E:\Federated Machine Learning\FL-Byzantine-Library\mnist_dir20\record\research_algorithm_Mcnn_R100_B64.0_E1_LR1.00e-01_P3.00e-01_S1_LD-1_9.9800e-01_WD0.0000e+00_SIMSimulator_LGResearchLogger_RESEARCH_f71b916496.json
3,root_fusion_class0_only,2,complete,0.0892,high_loss,119.94909373779296,0,225,32,25,0.10395,0.0,,110,236.79201309999917,0.0,0.0,0.0,0.0,1.3688888888888888,74.26271998556331,,,,,,E:\Federated Machine Learning\FL-Byzantine-Library\mnist_dir20\record\research_algorithm_Mcnn_R100_B64.0_E1_LR1.00e-01_P3.00e-01_S2_LD-1_9.9800e-01_WD0.0000e+00_SIMSimulator_LGResearchLogger_RESEARCH_f15ac16e16.json
4,baseline_ipm,0,complete,0.0892,high_loss,3774.356061328125,0,243,54,0,0.09795,0.0,,105,244.57726389996242,0.0,0.0,,,1.3251028806584362,66.16611003410071,,,,,,E:\Federated Machine Learning\FL-Byzantine-Library\mnist_dir20\record\research_algorithm_Mcnn_R100_B64.0_E1_LR1.00e-01_P3.00e-01_S0_LD-1_9.9800e-01_WD0.0000e+00_SIMSimulator_LGResearchLogger_RESEARCH_9b9db38fdd.json
4,baseline_ipm,1,failed,,stopped_divergence,266775.5273,,,,,,,,,67.5252619999228,,,,,,,,24,0.098,266775.5273,aggregate would diverge: non-finite or weight magnitude exceeds 1000,
4,baseline_ipm,2,complete,0.1376,ok,36.71111771240234,0,226,44,0,0.23592,0.0,,105,238.05621280008927,0.0,0.0,,,1.4823008849557522,65.4924600094091,,,,,,E:\Federated Machine Learning\FL-Byzantine-Library\mnist_dir20\record\research_algorithm_Mcnn_R100_B64.0_E1_LR1.00e-01_P3.00e-01_S2_LD-1_9.9800e-01_WD0.0000e+00_SIMSimulator_LGResearchLogger_RESEARCH_b871fa47c8.json
4,triage_ipm,0,complete,0.2231,high_loss,1463.8903603515625,0,239,53,0,0.22097,0.0,,105,241.21863290003967,0.0,0.08374384236453201,,,1.3263598326359833,68.46105502336286,,,,,,E:\Federated Machine Learning\FL-Byzantine-Library\mnist_dir20\record\research_algorithm_Mcnn_R100_B64.0_E1_LR1.00e-01_P3.00e-01_S0_LD-1_9.9800e-01_WD0.0000e+00_SIMSimulator_LGResearchLogger_RESEARCH_02d563521d.json
4,triage_ipm,1,failed,,stopped_divergence,12476.1403,,,,,,,,,231.11719839996658,,,,,,,,95,0.1135,12476.1403,aggregate would diverge: non-finite or weight magnitude exceeds 1000,
4,triage_ipm,2,failed,,stopped_divergence,654.0165,,,,,,,,,46.18411100003868,,,,,,,,15,0.1009,6.4943,aggregate would diverge: non-finite or weight magnitude exceeds 1000,
4,anytime_ipm_2ms,0,failed,,stopped_divergence,7726.6542,,,,,,,,,72.68715999997221,,,,,,,,26,0.0599,4312.4419,aggregate would diverge: non-finite or weight magnitude exceeds 1000,
4,anytime_ipm_2ms,1,complete,0.0958,high_loss,373.60698833007814,0,235,51,0,0.10055,0.0,,104,238.50977120001335,0.0,0.06735751295336788,,,1.3659574468085107,66.22460503131151,0.4,,,,,E:\Federated Machine Learning\FL-Byzantine-Library\mnist_dir20\record\research_algorithm_Mcnn_R100_B64.0_E1_LR1.00e-01_P3.00e-01_S1_LD-1_9.9800e-01_WD0.0000e+00_SIMSimulator_LGResearchLogger_RESEARCH_20697236fa.json
4,anytime_ipm_2ms,2,complete,0.1028,high_loss,15146.7990140625,0,227,48,0,0.09908,0.0,,107,240.05563899991103,0.0,0.04918032786885246,,,1.449339207048458,67.7052199782338,0.45,,,,,E:\Federated Machine Learning\FL-Byzantine-Library\mnist_dir20\record\research_algorithm_Mcnn_R100_B64.0_E1_LR1.00e-01_P3.00e-01_S2_LD-1_9.9800e-01_WD0.0000e+00_SIMSimulator_LGResearchLogger_RESEARCH_1ee0197b89.json
